,p227,p359,p533,p149,p160,p2,p261,p486,p367,p455,p523,p276,p393,p385,p168,p75,p42,p416,p311,p316,p30,p494,p467,p376,p13,p256,p141,p262,p197,p52,p445,p291,p532,p55,p332,p214,p157,p428,p51,p457,p324,p409,p208,p340,p16,p54,p108,p460,p279,p358,p90,p357,p435,p405,p150
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.455435413710236,0.468290566911991,0.450650905372071,0.447192182737729,0.435311451292304,0.452333790584048,0.456910317088818,0.427005363223966,0.446682889763921,0.412813692172132,0.442263024723591,0.450100806770639,0.441463078604882,0.425058049910163,0.453907755452173,0.474172888857021,0.401626441681873,0.473272013129874,0.449525002630428,0.444906634351842,0.464811086268179,0.46237517518086,0.458838294255507,0.44303463004115,0.426344926747393,0.424325827385812,0.452988785075978,0.469562458834867,0.43365822818745,0.459405721238883,0.425887736082707,0.431808967858509,0.491787316391153,0.46232480075925,0.453674927941429,0.438109079740318,0.441065892160088,0.446104404179968,0.451780046852472,0.411691502318482,0.439682474572711,0.454759104272928,0.480080822445786,0.446494266800676,0.469710902258676,0.426229369524304,0.455727009066375,0.450386030072155,0.43213253906679,0.433443427283219,0.457335543780602,0.484790067362209,0.473142356155738,0.425538458528747,0.425202412695713
HALLMARK_INFLAMMATORY_RESPONSE,0.127286643937404,0.161279650844911,0.129920919653611,0.155210715077259,0.138436951948626,0.164181925628092,0.145200529565579,0.125849791931132,0.112071838296151,0.148797548749542,0.135048604293789,0.156634761294262,0.163306836874484,0.152797500192952,0.156539863046615,0.174065792688272,0.15951799806738,0.149952740833128,0.127915286021805,0.15265708517441,0.175206524368335,0.157859791695405,0.125505827408717,0.153444081069218,0.136968921895123,0.172309160939361,0.154018873470015,0.111059790530282,0.138777151502262,0.147141480253471,0.161426443127188,0.120092663733929,0.177860295425851,0.16445753523881,0.143544002423121,0.176589878211527,0.110941480672008,0.130187629421616,0.13884125634532,0.130099313702109,0.122294260334653,0.169530325234596,0.137384495930446,0.148593751402055,0.148434168751835,0.142054851321695,0.141303050851939,0.15718123319729,0.112296434079789,0.116516297692885,0.154676879930851,0.144040031964304,0.154719124515385,0.145809906841858,0.187329793221499
HALLMARK_XENOBIOTIC_METABOLISM,0.314894175744568,0.302715470975669,0.271243842346131,0.326028513712891,0.272546615100657,0.318279118643086,0.27295338235281,0.296106807938562,0.261968644771232,0.314146256754141,0.311534370061217,0.303498765247122,0.310557197419453,0.331771701282175,0.338064045526266,0.285059520830795,0.333326443380597,0.302727276579786,0.281687189930563,0.26224689439252,0.282310143732462,0.257379292566719,0.269310942057351,0.2879321167204,0.25531048231423,0.281181443933069,0.301673499379005,0.321593433421518,0.299701786236369,0.287924953583661,0.281960350082776,0.287636277820331,0.293020049451835,0.322474417539889,0.330638537233324,0.323851286359275,0.268522058262861,0.284217760579849,0.325504404544376,0.248892768718737,0.290668769692515,0.281344110992566,0.292727664225866,0.289632571612559,0.298166800156213,0.302188441647997,0.299760854556847,0.313771260775025,0.280126592159616,0.290024617601299,0.288023256378716,0.286120080849223,0.27226944654389,0.2812485054792,0.301608746656016
HALLMARK_FATTY_ACID_METABOLISM,0.424639650166192,0.435943150807516,0.437283548458784,0.436998687343041,0.409991825925888,0.433241306505492,0.442754895348805,0.410124481527426,0.40514304936771,0.43513661188762,0.444417264416936,0.430806102602851,0.422081880473151,0.444505158569342,0.431135111815198,0.407909526773234,0.41671629740625,0.410626819569113,0.421341809392017,0.414015501773656,0.433102619360644,0.441751166970993,0.413929467413819,0.422939940247078,0.432174351752494,0.454932066590378,0.41593844141508,0.396565419377359,0.44502669272955,0.401166113636854,0.414431998923811,0.467889346170869,0.426992944266914,0.425301050903721,0.438288032778332,0.430036271878578,0.434017810314969,0.452139849385444,0.442900744213334,0.407570033376174,0.422901960239534,0.421225547260912,0.424288198867621,0.423431014733472,0.399549793913089,0.441789982296358,0.405924914486085,0.441937800443884,0.426505293894603,0.417531349615551,0.411446767988447,0.431646886745803,0.412198171296562,0.475955946089206,0.444876030551739
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.616922088072687,0.600703658882851,0.598084038466468,0.614730146499856,0.604578790245157,0.609866729401325,0.608386263600053,0.610872528104395,0.608730730345954,0.606605482198788,0.608631359755588,0.603233561005234,0.597508562568372,0.600312587284432,0.584661088188843,0.60237312090984,0.592375913522084,0.61179382447817,0.6160718857297,0.586430427582683,0.595698341762626,0.619795189541935,0.610758498257362,0.601139814451271,0.622396483040239,0.602550633465116,0.594278197356703,0.619582594364504,0.612980000868156,0.583600949279623,0.597130357016369,0.620301268261232,0.585101911705007,0.592253139488206,0.602909192565299,0.603220278101125,0.611548865033275,0.607343022897143,0.608828620862001,0.593527556433621,0.596302998408422,0.619280752250162,0.581645627623697,0.609763987696433,0.609443272114591,0.616670617102887,0.604534181714711,0.622969737073717,0.623527857183406,0.616261820214304,0.602298410256276,0.61559656197868,0.599449440597641,0.60444314225059,0.595051062961577
HALLMARK_GLYCOLYSIS,0.358886859042763,0.32961696927725,0.342728739284191,0.349732451467076,0.345704154165616,0.354131099282469,0.370858135370925,0.35533223810777,0.343937475235264,0.369955429206516,0.320529565490374,0.346819924108399,0.321327593734267,0.324177186251673,0.318965648151456,0.371710902207979,0.321905941055637,0.355627528713413,0.352082460905582,0.318989176076674,0.354868612907017,0.349126260368887,0.344402436934174,0.344658616370938,0.361459100267973,0.361983215492934,0.335790453262599,0.378036319292502,0.343591315855608,0.364999205595349,0.347231104946576,0.405685299885447,0.339926535167265,0.329113249937609,0.34596577595119,0.377532293812949,0.329770685561579,0.356047599802858,0.352702845358114,0.357649862019851,0.346795219044473,0.339150995796091,0.353989876187693,0.363315068771317,0.342730187329047,0.356695419676758,0.319998241984951,0.344132312179384,0.366526075943028,0.348095422596262,0.356523728983681,0.338407243539626,0.343235668131483,0.358651832162674,0.349768277434374
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.574889715888823,0.56491233585897,0.514028133339528,0.585344645302682,0.549996181462061,0.509125691082923,0.534435509065708,0.533130469918315,0.538624294873192,0.545084918802395,0.573348419648028,0.516632296122389,0.575553480704722,0.578300878599422,0.521156984101341,0.562286299600152,0.580825597874011,0.553288718947458,0.489653533352782,0.536321822749532,0.54139809986203,0.553424702342277,0.518306158915162,0.557670276636397,0.507615284914598,0.544526654807153,0.571135137930109,0.52135722453635,0.5295164226233,0.535329068501,0.521201839327857,0.579990684407957,0.549686272223087,0.512563417111572,0.523700637344032,0.528883968264888,0.547625366737902,0.561748651092019,0.519730798345018,0.555864877567239,0.541718940980682,0.56221652081896,0.554563047571553,0.545755024143339,0.523650729285122,0.510789182146915,0.530833119760326,0.5435421539721,0.537540292812689,0.567695671131806,0.552992805681324,0.527334407660592,0.465546158460859,0.51577399569633,0.548543567996978
HALLMARK_P53_PATHWAY,0.300767712728777,0.308192438185445,0.279352813100684,0.330263996116247,0.273166864055195,0.309918210088033,0.277484261302535,0.286612577773192,0.278537871866895,0.291304419399567,0.310334719326087,0.29615229452084,0.296477108985042,0.319404695249306,0.262488274928359,0.287536521479021,0.299091919652183,0.302590373403173,0.292621128097711,0.265471609235532,0.322897778851491,0.301029399320966,0.3159351867968,0.306187363641969,0.299890180257803,0.28108538133537,0.293134717692855,0.259836597907094,0.303808622314575,0.294468617062417,0.277811216990826,0.288035579511141,0.273928583070328,0.304093478932309,0.29698721131634,0.282592885231064,0.296522966297623,0.278386258017892,0.295318051585593,0.303923362221488,0.2711814027201,0.28986760176652,0.298622282569197,0.304261395305903,0.247933202303699,0.328758156800839,0.295658368882201,0.296316608024622,0.307005550157133,0.303468382832213,0.296781436028316,0.298686562231865,0.268149706216703,0.29146723949211,0.289271361034271
HALLMARK_UV_RESPONSE_UP,0.28192395201676,0.299257583947579,0.247999775562057,0.294592977491506,0.302890608659477,0.295362171798753,0.2722953548145,0.291538606967936,0.28431327190342,0.291776482054331,0.237519971725224,0.301703389625574,0.223754150229243,0.282096363537854,0.285340345991356,0.279859579448207,0.265345946058347,0.276713859209367,0.247478401689694,0.278476602313457,0.304570106956926,0.251264613845845,0.229685657156915,0.277596803705142,0.275686956478083,0.258571674578075,0.278166423575979,0.274662484661958,0.279987086586979,0.304952790383365,0.268204253720288,0.296577102876856,0.318767987249775,0.301165160164124,0.27761789418907,0.262018899711752,0.293801094925323,0.305450906516133,0.264540549028396,0.279471241916333,0.259928878412181,0.306665018590628,0.304094956687411,0.258714200914701,0.302193078244377,0.276467365041154,0.258195569472785,0.261146057705255,0.277947614502774,0.24580710723887,0.289584425930757,0.252829403425775,0.276829207369857,0.313980044338684,0.313461381003903
HALLMARK_UV_RESPONSE_DN,0.391034476852531,0.409207833097075,0.392394274607317,0.394189660008623,0.359652136417667,0.400732755237737,0.437978740440237,0.393492984803274,0.397463520455718,0.351008503917353,0.400384557615963,0.390051758006081,0.397651601480237,0.391403520357631,0.407769687005368,0.400702946283933,0.380981124260856,0.443241490511596,0.400142705422878,0.395398864217805,0.352361772571107,0.404428684149776,0.397921560702071,0.381391638156232,0.393410740475651,0.404526736076145,0.395025817459892,0.404258089358363,0.38948654820418,0.394156259719254,0.409786467843065,0.338826557862325,0.449748656883454,0.40377393754779,0.413701520626035,0.402620024974782,0.419054187278665,0.439202045218419,0.391946211325346,0.409831592991608,0.401548567673861,0.410015770729927,0.414054101088392,0.375812822876967,0.404242039599113,0.386197235757096,0.386527654351691,0.389260657619089,0.389449825253701,0.402325135755438,0.432993780489034,0.373569386151948,0.394742785833499,0.413200252306561,0.414674358617598
HALLMARK_ANGIOGENESIS,0.388220344750225,0.375883763197672,0.363723183927009,0.357383591567888,0.347346438064343,0.426410088542373,0.347998671009174,0.351472673982369,0.333801752092936,0.338147402649248,0.357028803777232,0.438653584938008,0.410248622484824,0.400982031891108,0.381406438979139,0.3966299973832,0.40981682689405,0.413676943210502,0.406930490784415,0.34058537862543,0.410828411970728,0.377004277849411,0.33660733927189,0.342393292401444,0.384231683335156,0.416343602359698,0.320731826315416,0.449418228042927,0.353650466802501,0.386500577611421,0.338420590837216,0.367758164882156,0.39457333837986,0.391991159030117,0.34878084745773,0.442061410330314,0.442770888426571,0.352438403638384,0.339537154876818,0.37020614296616,0.350290355747408,0.330091872222023,0.402997784991877,0.355371890528941,0.323657319769684,0.407007881265262,0.304398778940324,0.386231202314849,0.337285034685976,0.353002508111692,0.292593178014646,0.489816414568575,0.347407297576632,0.372292700441594,0.25251441517386
HALLMARK_HEME_METABOLISM,0.294361101714848,0.289795706796331,0.265701355921715,0.287291600974444,0.308029315400841,0.257092956490789,0.26370294125033,0.310431219483855,0.281533960199974,0.297457241364288,0.268691108891168,0.287381174110398,0.297540570543329,0.289268495463349,0.301998066178663,0.313158648135831,0.297187506748877,0.312802177186172,0.282712537977305,0.280074417260353,0.282295066359922,0.303338369810124,0.29143127714772,0.277691142055107,0.271248664721405,0.289079125906442,0.283216975464136,0.28102813560287,0.281652252486238,0.300960199569129,0.281514548202181,0.300844643383459,0.31093242858715,0.291622811686097,0.29599268125981,0.296820782300817,0.286851932377826,0.280343865940304,0.258932943877999,0.268784928913277,0.291199522397525,0.294903579534666,0.300986398803282,0.265406164663774,0.257685744933911,0.293777972500413,0.309179428311292,0.285591177953067,0.287892979779348,0.27437231100279,0.274641059805872,0.295987400986033,0.270746029683981,0.28062622137456,0.302974746291319
HALLMARK_COAGULATION,0.292824313068524,0.372034583978279,0.355616320296853,0.31595342285678,0.299477026056226,0.30695546732435,0.281460438116487,0.268259702676728,0.265953235386889,0.290454864439947,0.278875499220739,0.295209448462892,0.32261382679365,0.239384987890542,0.318111049766176,0.291584760995272,0.297856044279878,0.30660157980753,0.308501953248069,0.291685859095129,0.311892604091116,0.333474518665249,0.312074399956866,0.278082060150709,0.279697629373826,0.320329374668037,0.316909232728989,0.340098796952869,0.265220630387065,0.290099163259969,0.304861598975271,0.310909399940753,0.329668893203609,0.326471268423946,0.27105952641861,0.315998803691678,0.323114358103173,0.319036477420886,0.312023998930629,0.2812641315326,0.287171039732037,0.295941728356482,0.272471641190271,0.328907831921161,0.336923666299884,0.280260874822502,0.305885461471098,0.296832856358634,0.282227998115714,0.291770071696325,0.269116257305834,0.331126011842409,0.29468226936622,0.29557751189346,0.296583022479365
HALLMARK_IL2_STAT5_SIGNALING,0.236944728317375,0.262116045399789,0.234668478193882,0.25004228315007,0.227606958976357,0.234562025824048,0.246921540720573,0.225813308502127,0.232259954965284,0.26376208760578,0.227624223969091,0.259239305639414,0.231251363725167,0.23747910208517,0.251640757927441,0.259970656799448,0.249516237289508,0.258413751208133,0.222221341194806,0.265956103805742,0.262556568554193,0.237030974882156,0.240187326425431,0.206373689935567,0.259378536373593,0.253423603439391,0.243312892451486,0.227305845084003,0.230155801865253,0.2042976193528,0.229030475327745,0.26990511953065,0.249676824820027,0.211823605607679,0.199862027185864,0.285116869152781,0.233955039713567,0.208671187987753,0.245948217502333,0.234793901858742,0.243328904027258,0.226683947605151,0.282109250673471,0.226189951440686,0.219825595395714,0.199934120772804,0.224587683425791,0.237234796039893,0.220496587329361,0.236479496220643,0.249565794814948,0.24971671797154,0.228704620978135,0.242823476436003,0.242014343969765
HALLMARK_BILE_ACID_METABOLISM,0.143313548536101,0.145034401258469,0.127241761636435,0.159176017656564,0.127854215207904,0.159085189494836,0.142639369858476,0.160791832216961,0.184875429573408,0.199536382714704,0.211437275041013,0.131162122407466,0.156517679888634,0.167547932654188,0.122509515053802,0.156748306410868,0.130540917113059,0.166854165085633,0.209151382340749,0.118577212543783,0.180499702393973,0.149172358182418,0.133801248775286,0.184898777282362,0.181324247391999,0.16986965878059,0.152973268035707,0.155990143813291,0.211691788652231,0.158179769697355,0.159610470431545,0.114210307592456,0.128474129440883,0.158214754577221,0.145732933383713,0.147580499345489,0.13360252617532,0.179552930935505,0.147992302133396,0.14428172798037,0.160880080069064,0.190186387230092,0.173637700952014,0.156416085943803,0.136590971114725,0.140655378137337,0.161095149794621,0.1417470141716,0.155271470890138,0.144101251236642,0.176566338175517,0.117592579664893,0.110917741190829,0.127632277834307,0.146285076980793
HALLMARK_PEROXISOME,0.340815906702367,0.320389622248296,0.324617071376125,0.30458699786968,0.283222600046216,0.353390226524996,0.317515761587569,0.381405989369404,0.309613966390695,0.36689953691152,0.346831761103047,0.310049508663381,0.319786260648532,0.353822524020228,0.298944294424429,0.346048643060052,0.325350144013204,0.319994170713283,0.374637765221752,0.35593179431821,0.361834537266695,0.298187029145512,0.317200057323396,0.325014478707571,0.338548928888608,0.364085527459595,0.345682499562591,0.352553269863294,0.370812334839737,0.329089132339912,0.280148229500702,0.305074981961316,0.345760303688736,0.304793129036459,0.339714870711953,0.334406968660864,0.348012947530252,0.348224096870101,0.314601429418865,0.316445002323726,0.309137920576826,0.333160705864736,0.295533163512586,0.29540354622233,0.340779294404946,0.32715658162052,0.379326964843989,0.281179534439214,0.360649017204986,0.345034815632662,0.332550537549338,0.331868805425726,0.289858448720715,0.373652793656209,0.36638368042738
HALLMARK_ALLOGRAFT_REJECTION,0.255998130197296,0.284451737533754,0.252480908378007,0.299858374154287,0.270406590761932,0.240370582141809,0.249978932067243,0.264396029603032,0.252418044226546,0.266934245019122,0.225380292210395,0.273114991452836,0.224152743429619,0.264230203579223,0.25332444980421,0.245586591658618,0.27023392755886,0.263185559109079,0.280646512357618,0.270673121801152,0.305945959452083,0.282253635472051,0.267326527547858,0.241754960893214,0.273880398773854,0.271514800330298,0.27482119623979,0.253646780347689,0.27393781096351,0.274500708361628,0.2623658741046,0.269737041779068,0.261925811381891,0.260877971240082,0.275281249558413,0.267888116837921,0.264805398548201,0.245957656756124,0.280997369592041,0.274495282467802,0.242846374704889,0.253344363671507,0.253675718235643,0.210667956502379,0.247937008576703,0.269908680025832,0.2557102845194,0.292662651657599,0.226020324610658,0.280593496394861,0.24743718288321,0.250782148595987,0.251904131926752,0.269774156438523,0.283871031189102
HALLMARK_SPERMATOGENESIS,0.0437763754971294,0.0474358217018618,-0.00832237176815924,0.0563607731947657,-0.039467428002281,0.032647648763161,0.0300714567415142,0.0177878615680289,0.0556032934712833,-0.0305962160778317,0.032063097085856,0.0138909496031758,0.0232123513953321,0.0777395133545375,0.0304675960691317,0.00399337129783675,0.0232506521928488,0.00272835710725952,0.0421878639081452,0.0506344397018002,0.0296526288091991,0.00801333943741041,0.00385349836442776,0.0338186591381746,0.0289362878940046,-0.00452722595494507,0.0717016234293008,0.0480041059278741,0.0363159396438371,0.0200026422428226,0.0439830927872034,0.0537608433714958,0.0602652238110338,0.0128031612561928,-0.00669421153304532,0.0396162886139615,0.0217258349637217,0.0281264956684758,0.0637836075122887,0.0851078281173658,0.0359213444832866,0.023010639916916,0.0135546544754898,0.034547928396028,0.0720526819186289,0.0278789786710809,0.011059211967904,0.0203851374822583,0.0347631838457351,0.0450728724773207,0.00183973422941157,0.029329258097285,0.0757787144097414,0.0327309692082204,0.0183441829133225
HALLMARK_KRAS_SIGNALING_UP,0.203651518979734,0.209162563560976,0.18868039486908,0.165937989620354,0.201090088919155,0.166183604350402,0.175545997492595,0.230061982494155,0.217153417176812,0.182216026138044,0.193590504996703,0.213618504919297,0.205797719296664,0.216035714025412,0.201581143768991,0.213082360733694,0.184124141176532,0.189098576714876,0.185581019421607,0.218736716991994,0.180669503094846,0.230087930358443,0.230063141386883,0.177009093565736,0.178461145385611,0.223362947790793,0.16177335947661,0.190308493741924,0.248832241025983,0.180056029674009,0.231586342235602,0.187814066861878,0.205370700302402,0.164995301690217,0.150371761024987,0.189923164310003,0.151222607997751,0.202290372928585,0.200250322688868,0.207601032265409,0.22173469492567,0.23202014223154,0.19147569991078,0.188559096346714,0.230655330567397,0.172370854819567,0.171913450786991,0.215121595566561,0.199788207842589,0.19443894297145,0.188647476076193,0.206306786047676,0.191214679764461,0.228169198353492,0.239583762056871
HALLMARK_KRAS_SIGNALING_DN,-0.228412981626064,-0.236385766282054,-0.225359512477207,-0.209569847549771,-0.178178658020349,-0.190620979997956,-0.184936259885604,-0.17861356857155,-0.230852556518208,-0.23399547667657,-0.230375270594242,-0.239005827895593,-0.211553422364821,-0.184854125286566,-0.234067153220465,-0.249068533425365,-0.178364602288794,-0.225073143220146,-0.183245133209994,-0.222200957085497,-0.199219804646193,-0.231130587781211,-0.212219084177212,-0.261933575242926,-0.203268571818436,-0.19456153051833,-0.232167861331175,-0.187050793287759,-0.217751496971388,-0.270851580006015,-0.190181072499674,-0.188574699328175,-0.196453676252236,-0.232890990718432,-0.167860639061617,-0.225325376836297,-0.231697884906763,-0.208237965567125,-0.227871783203741,-0.200863740634956,-0.221563022970296,-0.2273799976185,-0.269186861980346,-0.211934665060231,-0.18828274664914,-0.220643986213484,-0.181527708646858,-0.221395088454497,-0.265700535048895,-0.251591779627102,-0.241395982545303,-0.249725908225524,-0.17397656579761,-0.215343821086188,-0.191235074120301
HALLMARK_PANCREAS_BETA_CELLS,0.0936795359175177,0.170524674885383,0.253825985275033,0.201742303184958,0.106297987019691,0.121522965184586,0.239868064497915,0.158520347784449,0.257701648407533,0.11603193137499,0.0873949676667822,0.0523547928683911,0.216021568097677,-0.0222853705774779,0.235162296531099,0.192668010374124,0.0330574563765224,0.183458835377295,0.225489606984165,0.161900875050935,0.129421519177818,0.195124020771582,0.175682761684294,0.200779951394059,0.146364999495201,0.179363754937159,0.287061366037861,0.0759217055740368,0.199848800502012,0.0925691740113637,0.134365264069516,0.155321984303624,0.140156719195484,0.138595082693727,0.082914712897844,0.162231267551293,0.172601460058268,0.288150088257751,0.105449826110764,0.102597971118414,0.164371932502716,0.119395369387061,0.135681418839594,0.0979479883222254,0.0999879448623756,0.148251893100122,0.157024379266966,0.0573584126398018,0.0834141914848467,0.00175615196644992,0.0803695709850952,0.130696911604519,0.124023766841229,0.120115450529558,0.194295716199211
