Gene	PD1-TPM_Z-ANOVA	TCGA-TPM_Z-ANOVA	PD1-TPM_Z-ANOVA-Sig	TCGA-TPM_Z-ANOVA-Sig	V1	V2
FCRL6	0.510632336656215	0.287829065640732	0	0	 	 
FCRLA	0.482903984128384	0.567947638560828	0	0	 	 
FCRLB	0.960341127296209	0.691796187782431	0	0	 	 
FDCSP	0.0712242988519425	0.290545572588082	0	0	 	 
FDFT1	0.841021657009029	0.518679756877371	0	0	 	 
FDPS	0.100099955210025	0.828725260052811	0	0	 	 
FDPSP2	0.950397955899918	0.297463806552884	0	0	 	 
FDX1	0.0718418671514223	0.877157020722676	0	0	 	 
FDXACB1	0.648223645005256	0.844811628607668	0	0	 	 
FDXR	0.130625760043802	0.889834028341066	0	0	 	 
FECH	0.536030278414597	0.477786330595681	0	0	 	 
FEM1A	0.298201836839033	0.817799722941732	0	0	 	 
FEM1B	0.937389659495853	0.905480774629647	0	0	 	 
FEM1C	0.675407920845662	0.963408842150498	0	0	 	 
FEN1	0.743284896068929	0.771728753117928	0	0	 	 
FENDRR	0.614932112476488	0.40210791319136	0	0	 	 
FER	0.861380855448493	0.286844122288979	0	0	 	 
FER1L4	0.864199943982569	0.451694811373074	0	0	 	 
FER1L5	0.764602684301847	0.575023592834975	0	0	 	 
FER1L6	0.823384446724749	0.809117678949283	0	0	 	 
FERMT1	0.288777667726055	0.0938454129269776	0	1	 	 
FERMT2	0.212672671869258	0.229307832627664	0	0	 	 
FERMT3	0.899157313263096	0.478943645344212	0	0	 	 
FES	0.469582574713452	0.0626774379052465	0	1	 	 
FETUB	0.499893838525914	0.425397330455372	0	0	 	 
FEV	0.496740026038501	0.632134358081056	0	0	 	 
FEZ1	0.33185048792993	0.626746448931198	0	0	 	 
FEZ2	0.061450990222312	0.357797399719502	0	0	 	 
FEZF1	0.184768170984527	0.237180857618197	0	0	 	 
FEZF1-AS1	0.543639484799879	0.236414463991283	0	0	 	 
FEZF2	0.407613447610696	0.741467584021451	0	0	 	 
FFAR1	0.163223099386537	0.0788842557338504	0	1	 	 
FFAR2	0.0791082586009661	0.994424878802702	0	0	 	 
FFAR3	0.408332973368444	0.300612977113444	0	0	 	 
FFAR4	0.935427857505915	0.0529795601350127	0	1	 	 
FGA	0.804670272867653	0.241257544004708	0	0	 	 
FGB	0.237653458720861	0.723245296130667	0	0	 	 
FGD1	0.8680926711651	0.516844231952382	0	0	 	 
FGD2	0.247731283093669	0.584253948678396	0	0	 	 
FGD3	0.239106645198952	0.588372469169023	0	0	 	 
FGD4	0.758449580545111	0.5367172079712	0	0	 	 
FGD5	0.125234127758232	0.651677316759781	0	0	 	 
FGD5-AS1	0.330165675406183	0.354042255534725	0	0	 	 
FGD5P1	0.381627613075567	0.286072025432777	0	0	 	 
FGD6	0.818824508671478	0.266463791101549	0	0	 	 
FGF1	0.554545027046228	0.825282264214625	0	0	 	 
FGF10	0.965905526272038	0.322999069894379	0	0	 	 
FGF11	0.0508769845773436	0.854930313611814	0	0	 	 
FGF12	0.282293113365124	0.109459091009518	0	0	 	 
FGF13	0.706396777077876	0.855890290018981	0	0	 	 
FGF14	0.0242497635292655	0.921051643290937	0	0	 	 
FGF14-AS2	0.629486341865937	0.900622011060575	0	0	 	 
FGF16	0.848309656102339	0.569720661621313	0	0	 	 
FGF17	0.801680173187007	0.340915118604424	0	0	 	 
FGF18	0.718187914309114	0.00301934938568746	0	1	 	 
FGF2	0.82296474773051	0.575583350921778	0	0	 	 
FGF20	0.302587438781188	0.923197688074119	0	0	 	 
FGF22	0.777180614316733	0.148963601111157	0	0	 	 
FGF23	0.171217904345998	0.183145823979846	0	0	 	 
FGF5	0.820899124527524	0.508553047047507	0	0	 	 
FGF7	0.952100122278912	0.189669848995247	0	0	 	 
FGF9	0.0182217077818984	0.52736756114962	0	0	 	 
FGFBP1	0.923277445678806	0.387779900533807	0	0	 	 
FGFBP2	0.0260657982454232	0.263923879443108	0	0	 	 
FGFBP3	0.875338069844332	0.743885417066907	0	0	 	 
FGFR1	0.49644708115301	0.694794943736753	0	0	 	 
FGFR1OP	0.933131526761917	0.469243790924962	0	0	 	 
FGFR1OP2	0.466965757595795	0.23697062795223	0	0	 	 
FGFR2	0.396548782088597	0.661739232624474	0	0	 	 
FGFR3	0.570325790188095	0.946858676731511	0	0	 	 
FGFR4	0.904901293710314	0.963376207413915	0	0	 	 
FGFRL1	0.560635113412451	0.469234418004502	0	0	 	 
FGG	0.692841590169051	0.196394001807773	0	0	 	 
FGGY	0.713558555191933	0.926919359535789	0	0	 	 
FGL1	0.875021755452177	0.784901712814205	0	0	 	 
FGL2	0.578766520259566	0.0734208512689636	0	1	 	 
FGR	0.917341136083246	0.242527477473269	0	0	 	 
FH	0.555010399977528	0.93390878512304	0	0	 	 
FHAD1	0.588010106797193	0.999728738633725	0	0	 	 
FHDC1	0.715905691050059	0.605540901545509	0	0	 	 
FHIT	0.0364875744444125	0.952373082085022	0	0	 	 
FHL1	0.331646504925683	0.963097095547877	0	0	 	 
FHL2	0.175587912896843	0.7125203456067	0	0	 	 
FHL3	0.32347844295558	0.505267575655331	0	0	 	 
FHL5	0.41475010900234	0.694917470532678	0	0	 	 
FHOD1	0.53137213045653	0.400042574859573	0	0	 	 
FHOD3	0.353178548266094	0.0811715832777642	0	1	 	 
FIBCD1	0.117136957415416	0.529734973369577	0	0	 	 
FIBIN	0.522922747416184	0.76059995287463	0	0	 	 
FIBP	0.322693255809526	0.150227738584747	0	0	 	 
FICD	0.529248530472584	0.591974109953827	0	0	 	 
FIG4	0.370343364904399	0.87834813214621	0	0	 	 
FIGN	0.407269590417762	0.751657770364413	0	0	 	 
FIGNL1	0.24072531982767	0.568258667755125	0	0	 	 
FIGNL2	0.58156658927625	0.946245047023942	0	0	 	 
FILIP1	0.471642156815936	0.238930210574496	0	0	 	 
FILIP1L	0.387034688619891	0.773429974358313	0	0	 	 
FIP1L1	0.612695923206571	0.735190175828618	0	0	 	 
FIRRE	0.559467952234698	0.450148153436647	0	0	 	 
FIS1	0.322437931181678	0.7166239687926	0	0	 	 
FITM1	0.0953421578165092	0.684222469657989	0	0	 	 
FITM2	0.764487101763335	0.618579802223768	0	0	 	 
FIZ1	0.573049198248523	0.322130757584411	0	0	 	 
FJX1	0.585228721134079	0.0107036715640773	0	1	 	 
FKBP10	0.892565119142547	0.139093828637891	0	0	 	 
FKBP11	0.951634495426333	0.771753182409722	0	0	 	 
FKBP14	0.0564416044685969	0.129916674564815	0	0	 	 
FKBP15	0.599287054902111	0.295323731081461	0	0	 	 
FKBP1A	0.539471007182832	0.202213406078411	0	0	 	 
FKBP1B	0.10672997273661	0.803328667411165	0	0	 	 
FKBP2	0.269685197558504	0.253304649363056	0	0	 	 
FKBP3	0.217242505616979	0.301895194484781	0	0	 	 
FKBP4	0.734680997194567	0.674849986615615	0	0	 	 
FKBP5	0.323366149721677	0.417471182352529	0	0	 	 
FKBP7	0.139307530293407	0.729318444831951	0	0	 	 
FKBP8	0.809953567075979	0.0166790859474844	0	1	 	 
FKBP9	0.210303050675901	0.373469774206855	0	0	 	 
FKBP9P1	0.0499997849721962	0.321571434349029	0	0	 	 
FKBPL	0.890416710268778	0.987518274957125	0	0	 	 
FKRP	0.533757121297814	0.695975409363042	0	0	 	 
FKTN	0.041051232702208	0.578213912041003	0	0	 	 
FLAD1	0.678724176391372	0.175679480010399	0	0	 	 
FLCN	0.882890035819218	0.915219889460826	0	0	 	 
FLG	0.778601426493318	0.645349419516878	0	0	 	 
FLG2	0.983135761217517	0.15622374105851	0	0	 	 
FLG-AS1	0.4465220418922	0.0920567175345664	0	1	 	 
FLI1	0.43252326774722	0.705471281497049	0	0	 	 
FLII	0.607820024556591	0.770035402895897	0	0	 	 
FLJ12825	0.0969527658431622	0.888325663016983	0	0	 	 
FLJ16779	0.967893179955097	0.24434608902023	0	0	 	 
FLJ20021	0.450102603914896	0.13164065314095	0	0	 	 
FLJ22447	0.857911046201711	0.563520346992555	0	0	 	 
FLJ31104	0.797063774236491	0.673621126058133	0	0	 	 
FLJ36000	0.53544472456613	0.463145972939739	0	0	 	 
FLJ37453	0.564990540440049	0.79106951910161	0	0	 	 
FLJ38576	0.382342052405392	0.225673367292038	0	0	 	 
FLJ42393	0.574906644026184	0.718443577247698	0	0	 	 
FLJ46284	0.421641407638528	0.465670304703837	0	0	 	 
FLNA	0.215758061225735	0.625938962716943	0	0	 	 
FLNB	0.391408852704047	0.0256713116738989	0	1	 	 
FLNB-AS1	0.12180737321169	0.69025691231269	0	0	 	 
FLNC	0.565974287541876	0.817834393235257	0	0	 	 
FLOT1	0.586865927909093	0.492100086818819	0	0	 	 
FLOT2	0.546636841915423	0.175041057679289	0	0	 	 
FLRT1	0.452580249664438	0.921204289848313	0	0	 	 
FLRT2	0.106754155558454	0.215061747236413	0	0	 	 
FLRT3	0.0764635308904908	0.524687478456641	0	0	 	 
FLT1	0.0985990453828918	0.831668365096725	0	0	 	 
FLT3	0.251740320324508	0.468175548599936	0	0	 	 
FLT3LG	0.0791717460953767	0.810488482844935	0	0	 	 
FLT4	0.983527021977187	0.671948357412807	0	0	 	 
FLVCR1	0.557004388983742	0.630841312475384	0	0	 	 
FLVCR2	0.402597503287924	0.137607367263667	0	0	 	 
FLYWCH1	0.111647886148408	0.223495760899028	0	0	 	 
FLYWCH2	0.42888836238095	0.443439791470808	0	0	 	 
FMN1	0.950066228501623	0.763798768768111	0	0	 	 
FMN2	0.928087220824745	0.573974517584171	0	0	 	 
FMNL1	0.0849945146655476	0.494264886525279	0	0	 	 
FMNL2	0.893351562239739	0.162403641833532	0	0	 	 
FMNL3	0.814057489889287	0.93141094450623	0	0	 	 
FMO1	0.0501690602344089	0.57567703895284	0	0	 	 
FMO2	0.990236155201106	0.654403276044933	0	0	 	 
FMO3	0.29767082912997	0.27643111134046	0	0	 	 
FMO4	0.199212878729165	0.175722303711033	0	0	 	 
FMO5	0.284472511958125	0.674466894858251	0	0	 	 
FMOD	0.154267008186019	0.489399610599471	0	0	 	 
FMR1	0.261153374301803	0.203620809100352	0	0	 	 
FMR1NB	0.167093517144284	0.497241457634107	0	0	 	 
FN1	0.352339030845095	0.366085424045046	0	0	 	 
FN3K	0.550993336497589	0.467791547403795	0	0	 	 
FN3KRP	0.191090903248427	0.384311537054714	0	0	 	 
FNBP1	0.559754495063696	0.683717639294243	0	0	 	 
FNBP1L	0.267357733868084	0.462575466439037	0	0	 	 
FNBP4	0.533240371199657	0.989916757802626	0	0	 	 
FNDC1	0.20129951225171	0.497170494148636	0	0	 	 
FNDC3A	0.901849137024816	0.921369967697182	0	0	 	 
FNDC3B	0.731200456418669	0.838098912008619	0	0	 	 
FNDC4	0.00573756507951598	0.345477326992968	1	0	 	 
FNDC5	0.436638769022653	0.958430258529907	0	0	 	 
FNDC7	0.331621753919233	0.121031568757868	0	0	 	 
FNDC8	0.0486803955581804	0.809870868450343	0	0	 	 
FNDC9	0.199135217360572	0.617495592349238	0	0	 	 
FNIP1	0.931795411307642	0.648905295165773	0	0	 	 
FNIP2	0.953198675898984	0.323731978174716	0	0	 	 
FNTA	0.394169188278292	0.202020137848205	0	0	 	 
FNTB	0.941967404775732	0.528018928595601	0	0	 	 
FOCAD	0.528219076241566	0.642654794748846	0	0	 	 
FOLH1	0.576279097168425	0.189204849544159	0	0	 	 
FOLH1B	0.196462091287218	0.930950997248789	0	0	 	 
FOLR1	0.0870443996104355	0.617361156597467	0	0	 	 
FOLR2	0.350609351080365	0.921027562569654	0	0	 	 
FOLR3	0.386505524821202	0.415120569981675	0	0	 	 
FOPNL	0.691594809110137	0.576057066021901	0	0	 	 
FOS	0.655473424311404	0.582237266827579	0	0	 	 
FOSB	0.900052973216156	0.338218162021591	0	0	 	 
FOSL1	0.313732264720045	0.285253235345042	0	0	 	 
FOSL2	0.73267553630243	0.694668974337238	0	0	 	 
FOXA1	0.424272903098874	0.285971801341864	0	0	 	 
FOXA2	0.335843238684295	0.000663993301222512	0	1	 	 
FOXA3	0.816198799248669	0.221155148410872	0	0	 	 
FOXC1	0.346693617229928	0.719545469268083	0	0	 	 
FOXC2	0.223236092552785	0.941470693568146	0	0	 	 
FOXC2-AS1	0.465784241536017	0.674230569992173	0	0	 	 
FOXD1	0.485953502110471	0.0954470479417305	0	1	 	 
FOXD2	0.90519549126804	0.508715079335935	0	0	 	 
FOXD2-AS1	0.741166744514589	0.44806440486692	0	0	 	 
FOXD3	0.946507506188386	0.287616226968348	0	0	 	 
FOXD3-AS1	0.200615314471085	0.401669991719256	0	0	 	 
FOXD4	0.677063752186337	0.910659208012946	0	0	 	 
FOXD4L1	0.879686369972786	0.672455209112671	0	0	 	 
FOXD4L3	0.411319450367251	0.0477866785929525	0	1	 	 
FOXD4L4	0.712165908482099	0.113214632714301	0	0	 	 
FOXD4L5	0.92034934874335	0.405168668029163	0	0	 	 
FOXD4L6	0.949247708734087	0.975278314990173	0	0	 	 
FOXE1	0.764580665672069	0.785283530617842	0	0	 	 
FOXF1	0.783075241441478	0.66050583573573	0	0	 	 
FOXF2	0.552342578057789	0.888504629897813	0	0	 	 
FOXG1	0.628172193346613	0.81386827529053	0	0	 	 
FOXH1	0.382664298341508	0.3160083523303	0	0	 	 
FOXJ1	0.554675870866	0.446674816138492	0	0	 	 
FOXJ2	0.586096531899652	0.866961597321019	0	0	 	 
FOXJ3	0.860655686457906	0.748008895781801	0	0	 	 
FOXK1	0.737763671469408	0.0791431239125974	0	1	 	 
FOXK2	0.867964600823094	0.538345782090435	0	0	 	 
FOXL1	0.624983456588894	0.13722447461029	0	0	 	 
FOXL2	0.597879344570932	0.367705501944686	0	0	 	 
FOXL2NB	0.741592697753454	0.24083913246181	0	0	 	 
FOXM1	0.84715742309435	0.866660409004363	0	0	 	 
FOXN1	0.972165224272351	0.383826147649848	0	0	 	 
FOXN2	0.785065704429546	0.331813800064292	0	0	 	 
FOXN3	0.619277873258399	0.598304435568809	0	0	 	 
FOXN3-AS1	0.810699142975185	0.944991127969562	0	0	 	 
FOXN4	0.105762086321175	9.47172400244215e-05	0	1	 	 
FOXO1	0.973681075238614	0.378771328266576	0	0	 	 
FOXO3	0.988329585865165	0.909667669167755	0	0	 	 
FOXO3B	0.368698673117998	0.535486990956002	0	0	 	 
FOXO4	0.0111523745752226	0.818926915953001	0	0	 	 
FOXO6	0.468838508844357	0.469714130793036	0	0	 	 
FOXP1	0.784829393577753	0.526012064037557	0	0	 	 
FOXP2	0.9688696199784	0.285587828787894	0	0	 	 
FOXP3	0.0130334299629974	0.714387862197262	0	0	 	 
FOXP4	0.0515020810375645	0.815942561093235	0	0	 	 
FOXP4-AS1	0.232244949420106	0.467308726082515	0	0	 	 
FOXQ1	0.0848267711095928	0.531693759353465	0	0	 	 
FOXR2	0.246577778873355	0.56598179149561	0	0	 	 
FOXRED1	0.726675767922716	0.657053889973303	0	0	 	 
FOXRED2	0.607225186090654	0.468049197618992	0	0	 	 
FOXS1	0.620843879689167	0.0101458122868921	0	1	 	 
FPGS	0.582968530325481	0.64507325346637	0	0	 	 
FPGT	0.78347183525519	0.109732155518408	0	0	 	 
FPGT-TNNI3K	0.947450751995355	0.929055189782184	0	0	 	 
FPR1	0.872190993348448	0.435224907639964	0	0	 	 
FPR2	0.532550443530866	0.746821075533321	0	0	 	 
FPR3	0.478303406921417	0.291768057387488	0	0	 	 
FRA10AC1	0.551726479383316	0.99710291897672	0	0	 	 
FRAS1	0.845833718656097	0.940489705074989	0	0	 	 
FRAT1	0.486859182492438	0.090638032923458	0	1	 	 
FRAT2	0.502561269430122	0.83732571665776	0	0	 	 
FREM1	0.829007193716686	0.649146646508959	0	0	 	 
FREM2	0.0153488432996557	0.364075918521131	0	0	 	 
FREM3	0.389508972606615	0.238604444150963	0	0	 	 
FRG1	0.0561162104605504	0.0259320086095483	0	1	 	 
FRG1BP	0.75129397410969	0.662534556240663	0	0	 	 
FRG1FP	0.440448939007907	0.653893141837997	0	0	 	 
FRG1HP	0.560750554739046	0.979511680154061	0	0	 	 
FRG1JP	0.558439697232628	0.107026791770898	0	0	 	 
FRG2	0.0412838414738014	0.429071472655217	0	0	 	 
FRG2DP	0.597625532296859	0.542807533903732	0	0	 	 
FRK	0.799936851630876	0.753589529962132	0	0	 	 
FRMD3	0.3874535868069	0.271290090947346	0	0	 	 
FRMD4A	0.365068672966625	0.00826208221027138	0	1	 	 
FRMD4B	0.538491071992572	0.609863843236579	0	0	 	 
FRMD5	0.91224284710184	0.884443180054231	0	0	 	 
FRMD6	0.396079108110026	0.0433714998550325	0	1	 	 
FRMD6-AS1	0.605802409350894	0.882461878733803	0	0	 	 
FRMD7	0.304044649822982	0.656833854664578	0	0	 	 
FRMD8	0.604125161662048	0.212930957268015	0	0	 	 
FRMPD1	0.916837542906024	0.092267238804792	0	1	 	 
FRMPD2	0.60136911096581	0.467560628981595	0	0	 	 
FRMPD2B	0.334484809817156	0.680414672380877	0	0	 	 
FRMPD3	0.219039301857475	0.241540522086954	0	0	 	 
FRMPD4	0.643536171407974	0.85637892619136	0	0	 	 
FRRS1	0.60874084800015	0.665189211961454	0	0	 	 
FRRS1L	0.400949232814109	0.266300028363389	0	0	 	 
FRS2	0.327729734316872	0.494737699090868	0	0	 	 
FRS3	0.54837904744027	0.84332556079156	0	0	 	 
FRY	0.349503727442984	0.891119777783642	0	0	 	 
FRYL	0.707891049194977	0.704896681525903	0	0	 	 
FRZB	0.564309040210712	0.827830635804197	0	0	 	 
FSBP	0.992661484121479	0.650167038675707	0	0	 	 
FSCN1	0.0367208728326534	0.0187346238610383	0	1	 	 
FSCN2	0.461068715141388	0.672135689274579	0	0	 	 
FSD1	0.370273288183205	0.900990114486817	0	0	 	 
FSD1L	0.647501041118079	0.621024381388473	0	0	 	 
FSD2	0.447040333614867	0.029797036031567	0	1	 	 
FSIP1	0.370022831112845	0.776216131002864	0	0	 	 
FSIP2	0.669889873745163	0.832071692509448	0	0	 	 
FST	0.636430804078581	0.823983437409904	0	0	 	 
FSTL1	0.220281335287893	0.903727448023704	0	0	 	 
FSTL3	0.67719658068408	0.404938322503254	0	0	 	 
FSTL4	0.540379250485598	0.687287648184966	0	0	 	 
FSTL5	0.205236952312607	0.304355880469464	0	0	 	 
FTCD	0.947519259078098	0.455123594625031	0	0	 	 
FTCDNL1	0.515546910637998	0.933365632747754	0	0	 	 
FTH1	0.964078172131628	0.748691535405766	0	0	 	 
FTH1P3	0.484097671410507	0.835752124236314	0	0	 	 
FTL	0.291125738612424	0.45380076623578	0	0	 	 
FTO	0.968796815707592	0.649707404099979	0	0	 	 
FTO-IT1	0.197582932843558	0.984845733934755	0	0	 	 
FTSJ1	0.451080799163858	0.189879590733198	0	0	 	 
FTSJ3	0.883967059410159	0.670059955113449	0	0	 	 
FTX	0.543429614800662	0.722471057536326	0	0	 	 
FUBP1	0.375569255453345	0.645719576351494	0	0	 	 
FUBP3	0.413713083543447	0.768801455734204	0	0	 	 
FUCA1	0.732576781042719	0.481987943846125	0	0	 	 
FUCA2	0.643013324765736	0.689802429188253	0	0	 	 
FUNDC1	0.202089037527696	0.651605495025502	0	0	 	 
FUNDC2	0.0366623764244366	0.356719066374317	0	0	 	 
FUOM	0.585181814401985	0.851916332398997	0	0	 	 
FURIN	0.81374672599556	0.0252892314999987	0	1	 	 
FUS	0.42476868426794	0.868575346267961	0	0	 	 
FUT1	0.903102346938191	0.934549529563171	0	0	 	 
FUT10	0.921998002633644	0.917380273383541	0	0	 	 
FUT11	0.989238294020735	0.529345546478328	0	0	 	 
FUT2	0.536114253789347	0.121005120445831	0	0	 	 
FUT3	0.454664481576804	0.513553775083136	0	0	 	 
FUT4	0.950413074740416	0.752045637011954	0	0	 	 
FUT6	0.917912854886425	0.0989845520646963	0	1	 	 
FUT7	0.0344777110708936	0.617593880994153	0	0	 	 
FUT8	0.0970261920077664	0.798253491562955	0	0	 	 
FUT8-AS1	0.699686260967551	0.891132018905368	0	0	 	 
FUT9	0.852651220492734	0.621176942139395	0	0	 	 
FUZ	0.552339107174087	0.981819466918005	0	0	 	 
FXN	0.160519922051949	0.686841171595494	0	0	 	 
FXR1	0.920834456846436	0.508554806976462	0	0	 	 
FXR2	0.906531214672382	0.442693919400748	0	0	 	 
FXYD1	0.262712987336751	0.526743897138204	0	0	 	 
FXYD2	0.354206212720523	0.612666679154734	0	0	 	 
FXYD3	0.965292274346383	0.695666355268811	0	0	 	 
FXYD5	0.671962872397385	0.115658252247853	0	0	 	 
FXYD6	0.148577668398577	0.98019482846188	0	0	 	 
FXYD7	0.0289730244107149	0.21871757372599	0	0	 	 
FYCO1	0.547454039527419	0.370508995112786	0	0	 	 
FYN	0.682634614614265	0.260986034074414	0	0	 	 
FYTTD1	0.573089195954352	0.688952992772795	0	0	 	 
FZD1	0.173784891062655	0.505147253459708	0	0	 	 
FZD10	0.986210110988174	0.473846879949948	0	0	 	 
FZD10-AS1	0.0750613174087176	0.519557830563331	0	0	 	 
FZD2	0.0685334697883903	0.618873436331103	0	0	 	 
FZD3	0.324666601283888	0.242588402336366	0	0	 	 
FZD4	0.292693920215366	0.196592159751726	0	0	 	 
FZD5	0.796947602020105	0.13088798463045	0	0	 	 
FZD6	0.763832852714323	0.622973809852433	0	0	 	 
FZD7	0.279150626202872	0.296313465161319	0	0	 	 
FZD8	0.163713031294861	0.0491249450792124	0	1	 	 
FZD9	0.988280094085091	0.0134913499353178	0	1	 	 
FZR1	0.705163700809232	0.466483965655325	0	0	 	 
G0S2	0.700186963659707	0.69104920342899	0	0	 	 
G2E3	0.401478927677245	0.594969947406438	0	0	 	 
G3BP1	0.665421030983258	0.433216239477511	0	0	 	 
G3BP2	0.962698245463689	0.395934899316263	0	0	 	 
G6PC	0.267863477189223	0.505265809362408	0	0	 	 
G6PC2	0.276011551246939	0.705309366505306	0	0	 	 
G6PC3	0.393293106950466	0.506191484301013	0	0	 	 
G6PD	0.372454912193026	0.230790437343437	0	0	 	 
GAA	0.614579307913224	0.796994073723423	0	0	 	 
GAB1	0.86283095278028	0.589535904145746	0	0	 	 
GAB2	0.606887280497798	0.181314866911626	0	0	 	 
GAB3	0.863439226990752	0.915951068342908	0	0	 	 
GAB4	0.334650921641291	0.489572078931932	0	0	 	 
GABARAP	0.0312864595000166	0.505912831045255	0	0	 	 
GABARAPL1	0.666408937354469	0.161509847991517	0	0	 	 
GABARAPL2	0.887586825996892	0.223943473333846	0	0	 	 
GABBR1	0.702169563304884	0.66346143266468	0	0	 	 
GABBR2	0.259036650529349	0.00810363717626904	0	1	 	 
GABPA	0.331193613727664	0.491939812347202	0	0	 	 
GABPB1	0.184473753752995	0.715535179958274	0	0	 	 
GABPB1-AS1	0.794671723050307	0.302863938430251	0	0	 	 
GABPB2	0.100460863808092	0.590760836165807	0	0	 	 
GABRA1	0.85422829987448	0.558515446950457	0	0	 	 
GABRA2	0.0374344946116291	0.786586027362282	0	0	 	 
GABRA3	0.99950287195295	0.00320225341960179	0	1	 	 
GABRA4	0.178988374909224	0.961427977524233	0	0	 	 
GABRA5	0.374513615344526	0.381017081279783	0	0	 	 
GABRB1	0.478868130048517	0.80586762635254	0	0	 	 
GABRB2	0.542871701122013	0.716131260781236	0	0	 	 
GABRB3	0.558614261067951	0.197797510463739	0	0	 	 
GABRD	0.841637208059185	0.327135559315627	0	0	 	 
GABRE	0.444802951323727	0.228703323541607	0	0	 	 
GABRG1	0.490957769771721	0.437639795306494	0	0	 	 
GABRG2	0.449870650950473	0.456327335456959	0	0	 	 
GABRG3	0.404176969746988	0.794879921234399	0	0	 	 
GABRP	0.662177915739535	0.471551799847102	0	0	 	 
GABRQ	0.974771707662024	0.669114006561724	0	0	 	 
GABRR1	0.19372031703509	0.641511766829358	0	0	 	 
GABRR2	0.834639947757673	0.969552438434233	0	0	 	 
GAD1	0.0361637525671387	0.337456209916339	0	0	 	 
GAD2	0.345170967606632	0.44663840311444	0	0	 	 
GADD45A	0.768215145294806	0.514322653641186	0	0	 	 
GADD45B	0.515068714673305	0.665598775471067	0	0	 	 
GADD45G	0.869801193903865	0.807397192216444	0	0	 	 
GADD45GIP1	0.410017789081	0.837864013056705	0	0	 	 
GADL1	0.79697068714512	0.619583795084358	0	0	 	 
GAGE1	0.795188836292744	0.803612204745127	0	0	 	 
GAGE10	0.20069528188805	0.821661418135641	0	0	 	 
GAGE12E	0.859322320473352	0.481085468100407	0	0	 	 
GAGE12F	0.844748314447324	0.95055119860569	0	0	 	 
GAGE12G	0.844748314447324	0.879976056946972	0	0	 	 
GAGE12H	0.659523681157696	0.528579476028303	0	0	 	 
GAGE12J	0.138572241677698	0.773898501203135	0	0	 	 
GAGE13	0.829600495608266	0.764835289448236	0	0	 	 
GAGE2A	0.936533251678476	0.939087452140495	0	0	 	 
GAGE2E	0.325808847171744	0.908040310564245	0	0	 	 
GAK	0.984051771729438	0.508083743689825	0	0	 	 
GAL	0.414716515005631	0.920661265358827	0	0	 	 
GAL3ST1	0.181342925638461	0.253024345834129	0	0	 	 
GAL3ST2	0.491983127383638	0.449286265165953	0	0	 	 
GAL3ST3	0.113114751074661	0.890745866518196	0	0	 	 
GAL3ST4	0.593741478961873	0.706113908302981	0	0	 	 
GALC	0.247071956970811	0.171960839367973	0	0	 	 
GALE	0.583414930023073	0.616532945551775	0	0	 	 
GALK1	0.967639182068308	0.938877402620582	0	0	 	 
GALK2	0.402625164555789	0.382134078288001	0	0	 	 
GALM	0.190864617158943	0.965839054475233	0	0	 	 
GALNS	0.434987876947547	0.997012212446455	0	0	 	 
GALNT1	0.0800541661009142	0.209451802582241	0	0	 	 
GALNT10	0.710371438854569	0.17634585501832	0	0	 	 
GALNT11	0.732021424979473	0.382431999332303	0	0	 	 
GALNT12	0.803425392830474	0.909953284350161	0	0	 	 
GALNT13	0.697264292982678	0.194389066329015	0	0	 	 
GALNT14	0.452459608445284	0.376612559131746	0	0	 	 
GALNT15	0.827420201981285	0.783523964823036	0	0	 	 
GALNT16	0.975898372552407	0.513137908540863	0	0	 	 
GALNT18	0.83768943674756	0.431191572266376	0	0	 	 
GALNT2	0.183879622123058	0.763497013244667	0	0	 	 
GALNT3	0.975475115318901	0.868613804864791	0	0	 	 
GALNT4	0.336923848307139	0.635197096129824	0	0	 	 
GALNT5	0.37800138245017	0.611275144667823	0	0	 	 
GALNT6	0.445991248308903	0.651674167994658	0	0	 	 
GALNT7	0.181962104070691	0.29136458693418	0	0	 	 
GALNT8	0.967767677966801	0.304188844015009	0	0	 	 
GALNT9	0.535666281726374	0.846827645361174	0	0	 	 
GALNTL6	0.341188998246538	0.835639405144208	0	0	 	 
GALR1	0.172306413367912	0.704800190872491	0	0	 	 
GALT	0.722140509285427	0.692301700558931	0	0	 	 
GAMT	0.105895049398172	0.219509380161577	0	0	 	 
GAN	0.945116232461241	0.756561691775129	0	0	 	 
GANAB	0.87685964580393	0.229435644370986	0	0	 	 
GANC	0.216693424602546	0.843343971231049	0	0	 	 
GAP43	0.397200359228527	0.253175666381199	0	0	 	 
GAPDH	0.824648393662912	0.423098586146381	0	0	 	 
GAPDHS	0.702081520741297	0.601603660807408	0	0	 	 
GAPLINC	0.526517545273105	0.998155926395485	0	0	 	 
GAPT	0.209332719910616	0.616369482553767	0	0	 	 
GAPVD1	0.695972718999672	0.329704226038122	0	0	 	 
GAR1	0.614539858903672	0.13476050364937	0	0	 	 
GAREM1	0.287848737794081	0.901152689986657	0	0	 	 
GAREM2	0.152825866751083	0.594444681385463	0	0	 	 
GARNL3	0.232149921390175	0.331909728068402	0	0	 	 
GART	0.435813526169932	0.316864213422679	0	0	 	 
GAS1	0.367491199643181	0.726324529175173	0	0	 	 
GAS1RR	0.154857455400602	0.30373826141797	0	0	 	 
